date,base,AUD,BRL,CAD,CHF,CNY,EUR,GBP,INR,JPY,MXN
2026-02-06,USD,1.4312,5.2372,1.3666,0.77794,6.939,0.84789,0.73588,90.66,157.09,17.3639
